原始图片,省,市,经度,纬度
103519_55830.jpg,云南省,曲靖市,104.3244,25.74524
103520_55816.jpg,云南省,曲靖市,104.32631,25.778278
103678_55571.jpg,云南省,曲靖市,104.7613,26.383747
103324_56159.jpg,云南省,曲靖市,103.7886,24.927149
103562_55898.jpg,云南省,曲靖市,104.44364,25.576368
103630_55695.jpg,云南省,曲靖市,104.630684,26.07808
103331_56139.jpg,云南省,曲靖市,103.80965,24.976519
103355_56070.jpg,云南省,曲靖市,103.874115,25.149504
103632_55659.jpg,云南省,曲靖市,104.636345,26.167542
103316_56165.jpg,云南省,曲靖市,103.76817,24.912733
103332_56139.jpg,云南省,曲靖市,103.81128,24.977499
103565_55900.jpg,云南省,曲靖市,104.45063,25.570845
103389_55919.jpg,云南省,曲靖市,103.96671,25.524483
103377_55876.jpg,云南省,曲靖市,103.93353,25.631144
103525_55805.jpg,云南省,曲靖市,104.34023,25.806238
103542_55823.jpg,云南省,曲靖市,104.386795,25.760838
103371_56054.jpg,云南省,曲靖市,103.91838,25.188864
103370_56057.jpg,云南省,曲靖市,103.91595,25.18178
103343_56097.jpg,云南省,曲靖市,103.84244,25.081034
103679_55567.jpg,云南省,曲靖市,104.76454,26.393938
103684_56144.jpg,云南省,曲靖市,104.77735,24.964447
103334_56145.jpg,云南省,曲靖市,103.81651,24.96251
103325_56151.jpg,云南省,曲靖市,103.79271,24.94853
103363_56065.jpg,云南省,曲靖市,103.89647,25.161676
103600_55858.jpg,云南省,曲靖市,104.547615,25.674463
103363_55947.jpg,云南省,曲靖市,103.89625,25.45504
103373_55886.jpg,云南省,曲靖市,103.92489,25.605616
103643_55904.jpg,云南省,曲靖市,104.665306,25.562078
103372_55897.jpg,云南省,曲靖市,103.920555,25.579306
103361_56075.jpg,云南省,曲靖市,103.88988,25.135628
103328_56149.jpg,云南省,曲靖市,103.79926,24.952465
103371_56053.jpg,云南省,曲靖市,103.91746,25.191069
103349_56095.jpg,云南省,曲靖市,103.85811,25.0867
103354_56084.jpg,云南省,曲靖市,103.87056,25.11461
103366_56148.jpg,云南省,曲靖市,103.90357,24.954176
103631_55636.jpg,云南省,曲靖市,104.63281,26.22232
103387_56139.jpg,云南省,曲靖市,103.961655,24.977064
103621_55673.jpg,云南省,曲靖市,104.60615,26.132284
103396_55360.jpg,云南省,曲靖市,103.98838,26.901646
103315_56169.jpg,云南省,曲靖市,103.76518,24.903557
103638_55700.jpg,云南省,曲靖市,104.65115,26.064663
103672_55564.jpg,云南省,曲靖市,104.74425,26.399443
103523_55801.jpg,云南省,曲靖市,104.336815,25.81639
103381_56047.jpg,云南省,曲靖市,103.945694,25.206676
103686_55574.jpg,云南省,曲靖市,104.78459,26.376226
103511_55837.jpg,云南省,曲靖市,104.3024,25.726166
103343_56158.jpg,云南省,曲靖市,103.841896,24.930468
103373_55910.jpg,云南省,曲靖市,103.92265,25.5468
103541_55825.jpg,云南省,曲靖市,104.38551,25.75594
103522_55810.jpg,云南省,曲靖市,104.331894,25.793526
103513_55828.jpg,云南省,曲靖市,104.30946,25.749096
103371_55903.jpg,云南省,曲靖市,103.91927,25.563097
103629_55692.jpg,云南省,曲靖市,104.62676,26.08557
