原始图片,省,市,经度,纬度,POI
103327_56168.jpg,云南省,曲靖市,103.797195,24.904251,昝家房子
103324_56161.jpg,云南省,曲靖市,103.789116,24.922527,大团山
103633_55657.jpg,云南省,曲靖市,104.63723,26.17178,公厕
103370_55953.jpg,云南省,曲靖市,103.91515,25.439278,大脑子
103376_56047.jpg,云南省,曲靖市,103.932274,25.20705,关门山
103518_55829.jpg,云南省,曲靖市,104.32179,25.746347,关鸠坪
102656_55812.jpg,云南省,楚雄市,101.953575,25.788378,紧风垭口
102634_55615.jpg,云南省,楚雄市,101.89393,26.276098,立碑梁子
102412_55887.jpg,云南省,楚雄市,101.283615,25.603039,秧田冲
102593_55949.jpg,云南省,楚雄市,101.78219,25.448832,大横山
102466_55890.jpg,云南省,楚雄市,101.43176,25.596197,营盘山
102448_55884.jpg,云南省,楚雄市,101.38216,25.610666,沙拉么箐
102661_55575.jpg,云南省,楚雄市,101.96854,26.372335,老鸹箐
102637_55981.jpg,云南省,楚雄市,101.90143,25.369772,茶叶箐
102562_55912.jpg,云南省,楚雄市,101.69619,25.540369,塘子箐
102610_55959.jpg,云南省,楚雄市,101.8294,25.42436,苗族村
102406_55887.jpg,云南省,楚雄市,101.26895,25.602919,白塔箐
102412_55895.jpg,云南省,楚雄市,101.28385,25.584213,磨斧子箐
102648_55525.jpg,云南省,楚雄市,101.93243,26.497438,曲家地
102417_55899.jpg,云南省,楚雄市,101.29812,25.574198,张小冲
102469_56017.jpg,云南省,楚雄市,101.441055,25.28142,大尖山
102479_55882.jpg,云南省,楚雄市,101.46862,25.615751,陈家村
102487_56042.jpg,云南省,楚雄市,101.49049,25.217598,大寺山
102663_55533.jpg,云南省,楚雄市,101.97339,26.477053,三锅庄梁子
102575_55626.jpg,云南省,楚雄市,101.73191,26.247978,大坪子
102633_55615.jpg,云南省,楚雄市,101.8904,26.275486,烂木桥
102681_55516.jpg,云南省,楚雄市,102.024185,26.518093,马路塘水库
102669_55840.jpg,云南省,楚雄市,101.9913,25.719995,石夹箐一队
102569_55936.jpg,云南省,楚雄市,101.716255,25.4822,水箐
102444_55878.jpg,云南省,楚雄市,101.37332,25.62516,老梅箐
102503_56054.jpg,云南省,楚雄市,101.53434,25.189247,会稽关
102562_55968.jpg,云南省,楚雄市,101.69543,25.40172,菖莆坝
102421_55879.jpg,云南省,楚雄市,101.30973,25.623077,大龙箐
102426_55885.jpg,云南省,楚雄市,101.32271,25.607067,劈头箐
102458_56007.jpg,云南省,楚雄市,101.41151,25.30488,水海资线
102669_55537.jpg,云南省,楚雄市,101.99115,26.466787,夹马槽
102512_56057.jpg,云南省,楚雄市,101.55979,25.182308,尖峰山
102482_56041.jpg,云南省,楚雄市,101.47741,25.220655,卡拉雾山
102619_55627.jpg,云南省,楚雄市,101.85236,26.245533,杨梅箐
102629_55622.jpg,云南省,楚雄市,101.87983,26.257374,干谷子山地
102414_55896.jpg,云南省,楚雄市,101.29079,25.580088,羊肠箐
102474_55840.jpg,云南省,楚雄市,101.45394,25.719957,黑垭口
102471_55836.jpg,云南省,楚雄市,101.44521,25.72943,树打坝
102421_55899.jpg,云南省,楚雄市,101.30916,25.574375,羊草箐
102490_55883.jpg,云南省,楚雄市,101.49866,25.613111,火山
102428_55887.jpg,云南省,楚雄市,101.327385,25.602858,劈头箐
102620_55610.jpg,云南省,楚雄市,101.85435,26.287313,板栗湾
102670_55852.jpg,云南省,楚雄市,101.99371,25.69024,大箐河
102463_56016.jpg,云南省,楚雄市,101.4254,25.28397,雅拉闸水库
102432_55891.jpg,云南省,楚雄市,101.339516,25.592169,杨兴箐
102404_55886.jpg,云南省,楚雄市,101.263084,25.604675,白塔箐
102468_56016.jpg,云南省,楚雄市,101.43716,25.282911,大尖山
102653_55799.jpg,云南省,楚雄市,101.94663,25.820208,黑马井山
102570_55990.jpg,云南省,楚雄市,101.71719,25.346958,螺蛳塘箐
102551_55922.jpg,云南省,楚雄市,101.66696,25.517462,水箐
102608_55611.jpg,云南省,楚雄市,101.82184,26.284199,宝兴山
102601_55635.jpg,云南省,楚雄市,101.802986,26.225206,龙潭山
102410_55892.jpg,云南省,楚雄市,101.27881,25.59028,大麦冲
102422_55883.jpg,云南省,楚雄市,101.3105,25.613995,大龙箐
102653_55800.jpg,云南省,楚雄市,101.9471,25.818703,黑马井山
102434_55809.jpg,云南省,楚雄市,101.34383,25.795826,王家沟
102616_55608.jpg,云南省,楚雄市,101.84381,26.293076,黄草坝
102669_55846.jpg,云南省,楚雄市,101.98912,25.704105,旧村梁子公路
102429_55890.jpg,云南省,楚雄市,101.33154,25.594526,三道箐
102429_55891.jpg,云南省,楚雄市,101.33223,25.592709,三道箐
102563_55629.jpg,云南省,楚雄市,101.69917,26.24042,烂木桥
102415_55894.jpg,云南省,楚雄市,101.29365,25.586308,羊肠箐
102606_55613.jpg,云南省,楚雄市,101.816246,26.27972,宝兴山
102479_55835.jpg,云南省,楚雄市,101.46734,25.732023,塘家
102480_55883.jpg,云南省,楚雄市,101.470566,25.613283,陈家村
102563_55932.jpg,云南省,楚雄市,101.69793,25.492308,干坝箐
102629_55608.jpg,云南省,楚雄市,101.87921,26.29241,横山
102621_55646.jpg,云南省,楚雄市,101.85848,26.19929,皮气拉
102609_55610.jpg,云南省,楚雄市,101.82637,26.286917,桃树平子
102564_55916.jpg,云南省,楚雄市,101.70189,25.53167,塘子箐
102633_55611.jpg,云南省,楚雄市,101.89191,26.28535,靳家屋基
102440_55814.jpg,云南省,楚雄市,101.36125,25.78441,菜子冲箐
102618_55647.jpg,云南省,楚雄市,101.85105,26.197094,上村
102579_55627.jpg,云南省,楚雄市,101.74253,26.246012,老坟山
102412_55890.jpg,云南省,楚雄市,101.2835,25.596617,磨斧子箐
102489_55883.jpg,云南省,楚雄市,101.49593,25.613972,火山
102656_55532.jpg,云南省,楚雄市,101.95511,26.47999,老林湾
102682_55518.jpg,云南省,楚雄市,102.02568,26.51465,三道拐
102399_55887.jpg,云南省,楚雄市,101.24835,25.60416,百果园会议室
102690_55884.jpg,云南省,楚雄市,102.0467,25.61001,大龙潭
102673_55551.jpg,云南省,楚雄市,102.00184,26.43252,大火山
102595_55948.jpg,云南省,楚雄市,101.785866,25.451475,大横山
102485_56043.jpg,云南省,楚雄市,101.48442,25.216784,大寺山
102654_55805.jpg,云南省,楚雄市,101.949936,25.805769,长塘子
102664_55833.jpg,云南省,楚雄市,101.97679,25.737865,冷水箐公路
102658_55811.jpg,云南省,楚雄市,101.95971,25.79146,老海底水库
102456_56001.jpg,云南省,楚雄市,101.40638,25.319458,化佛山
102419_55902.jpg,云南省,楚雄市,101.30235,25.566933,张小冲
102512_55890.jpg,云南省,楚雄市,101.557785,25.596603,马鞍山箐
102641_55978.jpg,云南省,楚雄市,101.91399,25.377226,双沟箐
102564_55907.jpg,云南省,楚雄市,101.70067,25.55359,倒葬坟
102461_56011.jpg,云南省,楚雄市,101.41904,25.294651,凤屯大龙潭水库
102688_55891.jpg,云南省,楚雄市,102.04284,25.592226,上枳旧
102571_55990.jpg,云南省,楚雄市,101.72212,25.348509,琅丁线
102671_55847.jpg,云南省,楚雄市,101.99479,25.702332,旧村梁子公路
102468_55835.jpg,云南省,楚雄市,101.43761,25.731062,吴家
102605_55639.jpg,云南省,楚雄市,101.8133,26.215387,黄家山
102562_55625.jpg,云南省,楚雄市,101.69529,26.250946,兴峰营
102466_55902.jpg,云南省,楚雄市,101.43145,25.566257,迷白摸河
102473_55838.jpg,云南省,楚雄市,101.45209,25.724947,黑垭口
102570_55989.jpg,云南省,楚雄市,101.719154,25.350576,琅丁线
102651_55526.jpg,云南省,楚雄市,101.941505,26.493347,张家癞山
102625_55641.jpg,云南省,楚雄市,101.87001,26.212015,迤沙拉景区
102620_55611.jpg,云南省,楚雄市,101.85526,26.284636,长箐
102737_56120.jpg,云南省,楚雄市,102.17688,25.024324,打阴山
102642_55973.jpg,云南省,楚雄市,101.91488,25.390926,三月三
102407_55887.jpg,云南省,楚雄市,101.271614,25.60199,大麦冲
102654_55801.jpg,云南省,楚雄市,101.94899,25.814936,黑马井山
102559_55928.jpg,云南省,楚雄市,101.68731,25.50105,啃水线
102666_55535.jpg,云南省,楚雄市,101.98309,26.471413,夹马槽
102566_55938.jpg,云南省,楚雄市,101.707115,25.476608,大箐
102413_55890.jpg,云南省,楚雄市,101.28717,25.59632,磨斧子箐
102656_55808.jpg,云南省,楚雄市,101.95491,25.79916,海底水库公路
102660_55819.jpg,云南省,楚雄市,101.96564,25.77195,海尾箐
102426_55886.jpg,云南省,楚雄市,101.32353,25.605112,劈头箐
102423_55902.jpg,云南省,楚雄市,101.31474,25.566677,马槽沟
102576_55626.jpg,云南省,楚雄市,101.735504,26.248058,郭家湾
102626_55644.jpg,云南省,楚雄市,101.87278,26.20338,河门口箐
102613_55972.jpg,云南省,楚雄市,101.836655,25.391441,大石窝铺坝
102638_55980.jpg,云南省,楚雄市,101.90484,25.373018,茶叶箐
102406_55895.jpg,云南省,楚雄市,101.268326,25.584045,高大山
102656_55810.jpg,云南省,楚雄市,101.95537,25.792929,海底水库公路
102476_55835.jpg,云南省,楚雄市,101.45984,25.732765,白龙山
102398_55888.jpg,云南省,楚雄市,101.24474,25.600595,小张冲水库
102440_55908.jpg,云南省,楚雄市,101.360435,25.55106,龙马脚迹
102407_55899.jpg,云南省,楚雄市,101.27168,25.573923,水箐
102564_55625.jpg,云南省,楚雄市,101.702126,26.250607,尹家屋基
102663_55523.jpg,云南省,楚雄市,101.97234,26.501839,小麦冲沟
102410_55890.jpg,云南省,楚雄市,101.277466,25.595533,大麦冲
102618_55648.jpg,云南省,楚雄市,101.85001,26.193842,上村
102668_55537.jpg,云南省,楚雄市,101.98758,26.466675,夹马槽
102627_55615.jpg,云南省,楚雄市,101.8751,26.274452,鸟底巴嘟
102492_55883.jpg,云南省,楚雄市,101.50375,25.612457,火山
102660_55823.jpg,云南省,楚雄市,101.96521,25.762384,赢髻峰
102439_55906.jpg,云南省,楚雄市,101.358795,25.555107,龙马脚迹
102462_56010.jpg,云南省,楚雄市,101.42201,25.29772,凤屯大龙潭水库
102653_55525.jpg,云南省,楚雄市,101.94716,26.495876,蓉丽高速
102581_55936.jpg,云南省,楚雄市,101.74807,25.481388,二台坡
102499_56047.jpg,云南省,楚雄市,101.52203,25.20592,大风丫口桥
102574_55631.jpg,云南省,楚雄市,101.72949,26.235956,马脚迹
102632_55642.jpg,云南省,楚雄市,101.88897,26.208977,连地隧道
102409_55895.jpg,云南省,楚雄市,101.276405,25.583803,水箐
102556_55933.jpg,云南省,楚雄市,101.680244,25.48919,吉丰闸水库
102398_55882.jpg,云南省,楚雄市,101.246994,25.615322,百果园客栈
102564_55932.jpg,云南省,楚雄市,101.700645,25.492468,干坝箐
102492_55882.jpg,云南省,楚雄市,101.50268,25.61495,火山
102458_56005.jpg,云南省,楚雄市,101.40978,25.31102,化佛山
102683_55566.jpg,云南省,楚雄市,102.028015,26.394821,大坪子
102619_55977.jpg,云南省,楚雄市,101.85246,25.37999,九龙大麦地线
102417_55898.jpg,云南省,楚雄市,101.29817,25.576418,张小冲
102621_55625.jpg,云南省,楚雄市,101.85914,26.250275,杨梅箐
102406_55890.jpg,云南省,楚雄市,101.267876,25.595718,大麦冲
102623_55644.jpg,云南省,楚雄市,101.864426,26.20341,河门口箐
102674_55534.jpg,云南省,楚雄市,102.00369,26.474037,红铜厂
102627_55611.jpg,云南省,楚雄市,101.87386,26.285215,罗嘎西
102685_55517.jpg,云南省,楚雄市,102.03332,26.515934,三道拐
102659_55812.jpg,云南省,楚雄市,101.96376,25.788975,老海底水库
102665_55539.jpg,云南省,楚雄市,101.97855,26.461483,荒田
102396_55879.jpg,云南省,楚雄市,101.23933,25.621853,民太线
102562_55972.jpg,云南省,楚雄市,101.69638,25.393425,菖莆坝
102584_55638.jpg,云南省,楚雄市,101.75627,26.218983,白房箐梁子
102578_55626.jpg,云南省,楚雄市,101.74048,26.248583,白坟梁子
102433_55808.jpg,云南省,楚雄市,101.34241,25.797674,王家沟
102428_55888.jpg,云南省,楚雄市,101.32775,25.600775,劈头箐
102647_55529.jpg,云南省,楚雄市,101.93047,26.487482,癞山垭口
102633_55523.jpg,云南省,楚雄市,101.89043,26.50048,槽子田
102422_55910.jpg,云南省,楚雄市,101.31229,25.545307,东山
102473_56023.jpg,云南省,楚雄市,101.45183,25.265213,凤屯镇飒马场村委会－共和镇袈裟殿公路
102662_55533.jpg,云南省,楚雄市,101.970184,26.477398,三锅庄梁子
102448_55814.jpg,云南省,楚雄市,101.38215,25.783134,家拉尖
102609_55611.jpg,云南省,楚雄市,101.82437,26.285257,回湾箐
102633_55990.jpg,云南省,楚雄市,101.89004,25.347517,稗子箐坝
102470_55835.jpg,云南省,楚雄市,101.44338,25.7308,树打坝
102513_55891.jpg,云南省,楚雄市,101.56096,25.593739,石楼梯
102404_55895.jpg,云南省,楚雄市,101.261765,25.58215,龙箐
102667_55537.jpg,云南省,楚雄市,101.98508,26.467464,夹马槽
102655_55806.jpg,云南省,楚雄市,101.950874,25.804152,海底水库公路
102609_55963.jpg,云南省,楚雄市,101.825325,25.41405,石坡坡
102643_55970.jpg,云南省,楚雄市,101.918465,25.397179,三月三
102419_55880.jpg,云南省,楚雄市,101.30456,25.6198,大龙箐
102652_55799.jpg,云南省,楚雄市,101.944626,25.821022,黑马井山
102484_56043.jpg,云南省,楚雄市,101.48129,25.21685,大寺山
102671_55537.jpg,云南省,楚雄市,101.99497,26.46664,红铜厂
102440_55812.jpg,云南省,楚雄市,101.36152,25.788517,秧田冲箐
102581_55629.jpg,云南省,楚雄市,101.74945,26.239418,大麦地梁子
102563_55624.jpg,云南省,楚雄市,101.69967,26.252466,尹家屋基
102427_55890.jpg,云南省,楚雄市,101.32643,25.596159,三道箐
102629_55640.jpg,云南省,楚雄市,101.880554,26.213072,打铁箐
102666_55540.jpg,云南省,楚雄市,101.98294,26.458838,山坪湾
102672_55551.jpg,云南省,楚雄市,101.9996,26.43178,大火山
102407_55886.jpg,云南省,楚雄市,101.26985,25.60635,白塔箐
102666_55534.jpg,云南省,楚雄市,101.98101,26.473671,荒田
102456_55900.jpg,云南省,楚雄市,101.40575,25.570963,磨斧子箐
102454_55995.jpg,云南省,楚雄市,101.40047,25.334776,茶箐
102748_56105.jpg,云南省,楚雄市,102.20717,25.060804,星火山
102657_55813.jpg,云南省,楚雄市,101.95626,25.78572,紧风垭口
102621_55610.jpg,云南省,楚雄市,101.85924,26.28672,沙铺底
102457_55898.jpg,云南省,楚雄市,101.40726,25.574863,摸黑苴箐
102489_56042.jpg,云南省,楚雄市,101.49588,25.218555,大寺山
102471_56025.jpg,云南省,楚雄市,101.44546,25.261084,小麦地冲
102633_55612.jpg,云南省,楚雄市,101.89225,26.282253,立碑梁子
102437_55899.jpg,云南省,楚雄市,101.352165,25.573368,宝鼎山
102423_55912.jpg,云南省,楚雄市,101.31393,25.54016,东山
102676_55550.jpg,云南省,楚雄市,102.00903,26.435171,大火山
102459_56009.jpg,云南省,楚雄市,101.41284,25.301668,水海资线
102476_55882.jpg,云南省,楚雄市,101.46117,25.616583,杨家箐
102435_55811.jpg,云南省,楚雄市,101.34781,25.791992,王家沟
102559_55911.jpg,云南省,楚雄市,101.68781,25.543941,骂哈鲊
102627_55643.jpg,云南省,楚雄市,101.87552,26.20512,迤不苦垭口
102613_55608.jpg,云南省,楚雄市,101.83643,26.292183,黄草坝
102654_55800.jpg,云南省,楚雄市,101.94812,25.8173,黑马井山
102432_55808.jpg,云南省,楚雄市,101.33985,25.798779,杨家沟
102514_56058.jpg,云南省,楚雄市,101.56483,25.17971,尖峰山
102467_55891.jpg,云南省,楚雄市,101.435524,25.593332,营盘山
102626_55612.jpg,云南省,楚雄市,101.87282,26.282589,罗嘎西
102550_55918.jpg,云南省,楚雄市,101.66225,25.526674,波鲊箐
102469_56021.jpg,云南省,楚雄市,101.44079,25.270376,大尖山
102635_55515.jpg,云南省,楚雄市,101.897415,26.52186,指路碑
102656_55525.jpg,云南省,楚雄市,101.95347,26.496813,二台坡梁子
102422_55900.jpg,云南省,楚雄市,101.3112,25.570946,羊草箐
102652_55534.jpg,云南省,楚雄市,101.94415,26.474566,野猪塘
102664_55533.jpg,云南省,楚雄市,101.97626,26.476316,荒田
102438_55899.jpg,云南省,楚雄市,101.35602,25.572384,宝鼎山
102465_56017.jpg,云南省,楚雄市,101.428795,25.28029,雅拉闸水库
102671_55538.jpg,云南省,楚雄市,101.9963,26.464529,红铜厂
102642_55968.jpg,云南省,楚雄市,101.91701,25.401493,上村坝
102597_55637.jpg,云南省,楚雄市,101.79355,26.219637,新路头垭口
102568_55935.jpg,云南省,楚雄市,101.71358,25.485067,大箐
102605_55643.jpg,云南省,楚雄市,101.81339,26.204893,里赖烘
102623_55627.jpg,云南省,楚雄市,101.86323,26.24614,杨梅箐
102666_55539.jpg,云南省,楚雄市,101.981575,26.46239,冯家坟
102633_55610.jpg,云南省,楚雄市,101.89067,26.287521,靳家屋基
102622_55645.jpg,云南省,楚雄市,101.86161,26.201998,河门口箐
102446_55881.jpg,云南省,楚雄市,101.378624,25.61762,小横山水库
102667_55519.jpg,云南省,楚雄市,101.984726,26.510155,大麦地
102430_55892.jpg,云南省,楚雄市,101.33306,25.590744,三道箐
102582_55639.jpg,云南省,楚雄市,101.75163,26.215996,大藤子箐
102471_56019.jpg,云南省,楚雄市,101.44697,25.276207,大尖山
102474_55836.jpg,云南省,楚雄市,101.45508,25.730268,白龙山
102623_55615.jpg,云南省,楚雄市,101.86257,26.27426,黑山梁子
102472_55835.jpg,云南省,楚雄市,101.45005,25.731747,白龙山
102492_55885.jpg,云南省,楚雄市,101.50487,25.607433,龙树箐
102578_55620.jpg,云南省,楚雄市,101.74113,26.261969,观音岩
102622_55612.jpg,云南省,楚雄市,101.86123,26.282051,黑山梁子
102614_55608.jpg,云南省,楚雄市,101.83857,26.291267,黄草坝
102505_56055.jpg,云南省,楚雄市,101.54012,25.185383,会稽关梁子
102510_55889.jpg,云南省,楚雄市,101.55333,25.598234,马鞍山箐
102274_55932.jpg,云南省,楚雄市,100.904015,25.490791,沙罗伍苴
102486_56043.jpg,云南省,楚雄市,101.487595,25.217209,大寺山
102635_55520.jpg,云南省,楚雄市,101.89651,26.50914,老尖包
102413_55888.jpg,云南省,楚雄市,101.28613,25.601803,秧田冲
102671_55849.jpg,云南省,楚雄市,101.994705,25.696808,旧村梁子公路
102551_55921.jpg,云南省,楚雄市,101.665146,25.519114,水箐
102615_55615.jpg,云南省,楚雄市,101.84209,26.275331,龙树
102579_55636.jpg,云南省,楚雄市,101.74314,26.222206,公厕
102532_55537.jpg,云南省,楚雄市,101.613434,26.467707,汪家火口
102673_55535.jpg,云南省,楚雄市,102.000755,26.47185,红铜厂
102452_55892.jpg,云南省,楚雄市,101.39379,25.59001,大一碗水
102503_56053.jpg,云南省,楚雄市,101.533966,25.192362,会稽关
102684_55566.jpg,云南省,楚雄市,102.031334,26.395166,大坪子
102626_55615.jpg,云南省,楚雄市,101.87289,26.275793,鸟底巴嘟
102493_55885.jpg,云南省,楚雄市,101.50693,25.607151,龙树箐
102470_56020.jpg,云南省,楚雄市,101.44284,25.273348,大尖山
102622_55614.jpg,云南省,楚雄市,101.86136,26.278118,黑山梁子
102663_55525.jpg,云南省,楚雄市,101.97468,26.495874,炭棚子梁子
102458_56006.jpg,云南省,楚雄市,101.40986,25.307056,水海资线
102453_55895.jpg,云南省,楚雄市,101.3972,25.583496,射主簸
102471_56018.jpg,云南省,楚雄市,101.445305,25.278854,大尖山
102660_55817.jpg,云南省,楚雄市,101.96535,25.776558,海尾箐
102646_55528.jpg,云南省,楚雄市,101.92636,26.488392,大麦冲
102589_55975.jpg,云南省,楚雄市,101.76987,25.386015,老虎箐
102615_55963.jpg,云南省,楚雄市,101.840706,25.414396,花大线
102656_55807.jpg,云南省,楚雄市,101.95453,25.800972,海底水库公路
102591_55638.jpg,云南省,楚雄市,101.77608,26.217894,老独田
102439_55900.jpg,云南省,楚雄市,101.35744,25.57047,小黑龙
102630_55623.jpg,云南省,楚雄市,101.88352,26.256151,阿嘎比嘟
102660_55818.jpg,云南省,楚雄市,101.96617,25.774841,海尾箐
102497_55889.jpg,云南省,楚雄市,101.51705,25.598011,母几多箐
102570_55984.jpg,云南省,楚雄市,101.71747,25.362988,Y013
102452_55894.jpg,云南省,楚雄市,101.39508,25.585016,大一碗水
102447_55814.jpg,云南省,楚雄市,101.38041,25.784737,家拉尖
102437_55898.jpg,云南省,楚雄市,101.35314,25.576603,宝鼎山
102465_56016.jpg,云南省,楚雄市,101.43103,25.284071,雅拉闸水库
102626_55614.jpg,云南省,楚雄市,101.87191,26.277681,大黑山箐
102611_55988.jpg,云南省,楚雄市,101.83024,25.351994,花之箐坝
102580_55629.jpg,云南省,楚雄市,101.74653,26.24036,老坟山
102655_55521.jpg,云南省,楚雄市,101.95265,26.507193,二台坡
102266_56009.jpg,云南省,云龙县,100.88436,25.300817,大凹子
102084_55861.jpg,云南省,云龙县,100.382324,25.668434,大坟山
102250_56096.jpg,云南省,云龙县,100.840355,25.084732,大水井
102268_56058.jpg,云南省,云龙县,100.887955,25.178423,二租山
102099_55900.jpg,云南省,云龙县,100.42515,25.569847,五福山
102263_56005.jpg,云南省,云龙县,100.87619,25.30944,鹿家箐
102257_56073.jpg,云南省,云龙县,100.85879,25.140587,大石头
102179_55920.jpg,云南省,云龙县,100.64445,25.521538,板桥梨园坡
102285_55926.jpg,云南省,云龙县,100.93544,25.507141,元宝山
102264_56089.jpg,云南省,云龙县,100.877655,25.100758,郑家
102175_55935.jpg,云南省,云龙县,100.63405,25.483976,大营箐
102269_56088.jpg,云南省,云龙县,100.8912,25.105244,大风垭口
102087_55873.jpg,云南省,云龙县,100.39204,25.637697,大竹箐梁子
102097_55897.jpg,云南省,云龙县,100.42023,25.57913,五佛山
102260_55870.jpg,云南省,云龙县,100.865776,25.645908,楚场村路
102266_56105.jpg,云南省,云龙县,100.88375,25.062689,龙潭山箐
102176_55942.jpg,云南省,云龙县,100.63499,25.467007,青龙砖箐
102263_56084.jpg,云南省,云龙县,100.87418,25.11459,天生坝
102297_56039.jpg,云南省,云龙县,100.969246,25.22708,泥宿赌
102102_55909.jpg,云南省,云龙县,100.43363,25.54868,九顶山隧道
102085_55860.jpg,云南省,云龙县,100.386154,25.67044,大坟山
102254_56074.jpg,云南省,云龙县,100.84935,25.139341,大石头
102275_56039.jpg,云南省,云龙县,100.907524,25.226805,脑头山
102266_55878.jpg,云南省,云龙县,100.88363,25.625565,子么箐头
102263_56082.jpg,云南省,云龙县,100.874825,25.119469,小村坝塘
102098_55900.jpg,云南省,云龙县,100.42132,25.570454,五福山
102261_55871.jpg,云南省,云龙县,100.86871,25.642504,楚场村路
102292_56050.jpg,云南省,云龙县,100.95372,25.19934,喔乍拉
102253_55860.jpg,云南省,云龙县,100.846466,25.669535,楚场村路
102299_56041.jpg,云南省,云龙县,100.97283,25.22173,米拉地
102082_55858.jpg,云南省,云龙县,100.37773,25.674124,大坟山
102249_56097.jpg,云南省,云龙县,100.835625,25.081034,干坝
102284_55972.jpg,云南省,云龙县,100.93164,25.39285,小龙马山
102286_55980.jpg,云南省,云龙县,100.93942,25.373001,大麦地
102064_55968.jpg,云南省,云龙县,100.32766,25.403225,后山
102298_56040.jpg,云南省,云龙县,100.971146,25.223127,米拉地
102275_55973.jpg,云南省,云龙县,100.90776,25.390274,高大丫口
102087_55871.jpg,云南省,云龙县,100.39054,25.642197,大竹箐梁子
102094_55870.jpg,云南省,云龙县,100.41176,25.645048,双塘
102258_55867.jpg,云南省,云龙县,100.86172,25.653048,野猫山
102092_56054.jpg,云南省,云龙县,100.4066,25.189411,二台坡
102186_55922.jpg,云南省,云龙县,100.66453,25.515938,哥德国
102277_56039.jpg,云南省,云龙县,100.91419,25.22607,衣奔么
102264_55877.jpg,云南省,云龙县,100.878334,25.628412,世伯么－妙禾路公路
102250_55848.jpg,云南省,云龙县,100.83834,25.699635,拉果磨山
102250_56098.jpg,云南省,云龙县,100.83823,25.080118,干坝
102101_55912.jpg,云南省,云龙县,100.43004,25.541882,九顶山
102058_55936.jpg,云南省,云龙县,100.31292,25.481672,油火箐
102094_55876.jpg,云南省,云龙县,100.4102,25.631603,大风山
102099_55885.jpg,云南省,云龙县,100.42448,25.607555,母猪箐
102265_56007.jpg,云南省,云龙县,100.88029,25.304916,西山团地水库
102098_55883.jpg,云南省,云龙县,100.42201,25.612516,母猪箐
102267_56084.jpg,云南省,云龙县,100.88549,25.114643,大风垭口
102096_55898.jpg,云南省,云龙县,100.416756,25.575188,五福山
102282_55923.jpg,云南省,云龙县,100.9268,25.51477,姑母鲁箐
102255_55864.jpg,云南省,云龙县,100.851845,25.661077,野猫山
101893_55725.jpg,云南省,云龙县,99.85842,26.003752,白马阱
102175_55934.jpg,云南省,云龙县,100.63389,25.486712,大营箐
102064_55969.jpg,云南省,云龙县,100.32783,25.398891,羊厩箐
102261_56000.jpg,云南省,云龙县,100.87079,25.322538,老官山
102297_56047.jpg,云南省,云龙县,100.968994,25.205494,大平地
102268_56012.jpg,云南省,云龙县,100.88914,25.292803,普淜镇普淜镇折山－折大村公路
102100_55903.jpg,云南省,云龙县,100.42674,25.563433,九顶山隧道
102268_56086.jpg,云南省,云龙县,100.88945,25.109951,大风垭口
102084_56019.jpg,云南省,云龙县,100.383995,25.276463,老鸦井
102269_56051.jpg,云南省,云龙县,100.89054,25.195534,拉格所新街
102251_55858.jpg,云南省,云龙县,100.84155,25.67546,和尚寺山
102087_56035.jpg,云南省,云龙县,100.39155,25.237038,小陡坡
102103_55908.jpg,云南省,云龙县,100.43499,25.551302,九顶山隧道
102251_55859.jpg,云南省,云龙县,100.842155,25.673315,和尚寺山
102058_55934.jpg,云南省,云龙县,100.31291,25.486343,油火箐
102092_56052.jpg,云南省,云龙县,100.405754,25.194672,二台坡
102095_55875.jpg,云南省,云龙县,100.41435,25.633963,凤仪塘房－清水沟路公路
102268_56010.jpg,云南省,云龙县,100.88904,25.297523,普淜镇普淜镇折山－折大村公路
102265_56099.jpg,云南省,云龙县,100.87942,25.076462,羊槽山垭口
102250_55857.jpg,云南省,云龙县,100.83973,25.67702,和尚寺山
102098_55901.jpg,云南省,云龙县,100.421036,25.56795,五福山
102183_55920.jpg,云南省,云龙县,100.655266,25.521103,哥德国
102268_56090.jpg,云南省,云龙县,100.88963,25.098656,五街河
102096_55879.jpg,云南省,云龙县,100.41659,25.623404,大风山
102265_56083.jpg,云南省,云龙县,100.88193,25.11673,大风垭口
102174_55938.jpg,云南省,云龙县,100.63161,25.476582,大营箐
102262_56083.jpg,云南省,云龙县,100.871864,25.116596,天生坝
102061_55967.jpg,云南省,云龙县,100.32091,25.405527,后山
102090_56047.jpg,云南省,云龙县,100.39981,25.205084,毛毛皮梁子
102172_55941.jpg,云南省,云龙县,100.62542,25.470102,东一村箐
102289_55982.jpg,云南省,云龙县,100.94634,25.367935,致新家
102281_56023.jpg,云南省,云龙县,100.92426,25.265299,黑苴小学路
102102_55910.jpg,云南省,云龙县,100.432076,25.54553,九顶山
102104_55893.jpg,云南省,云龙县,100.43854,25.588722,斗顶山
102278_55941.jpg,云南省,云龙县,100.91718,25.468836,白兰么箐
102280_55975.jpg,云南省,云龙县,100.92256,25.385132,马大路
102100_55886.jpg,云南省,云龙县,100.427704,25.60498,母猪箐
102088_56042.jpg,云南省,云龙县,100.394615,25.219204,毛毛皮梁子
102068_55952.jpg,云南省,云龙县,100.338905,25.441727,库布不
102075_55963.jpg,云南省,云龙县,100.35788,25.414116,石龙
102104_55892.jpg,云南省,云龙县,100.43803,25.591057,跃进新村
